,org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ,@@index,@@case_index
25,11049,COMPLETE,O_SENT_BACK,2011-11-02 09:15:16.203000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000,25,2
26,10609,COMPLETE,O_ACCEPTED,2011-11-04 16:04:52.611000+00:00,2011-10-01 08:10:30.287000+00:00,173694,7000,26,2
27,10912,COMPLETE,O_SELECTED,2011-10-01 12:30:20.556000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000,27,3
28,10912,COMPLETE,O_CREATED,2011-10-01 12:30:21.780000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000,28,3
29,10912,COMPLETE,O_SENT,2011-10-01 12:30:21.806000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000,29,3
30,10899,COMPLETE,O_SENT_BACK,2011-10-10 12:54:03.401000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000,30,3
31,10138,COMPLETE,O_DECLINED,2011-10-13 11:05:24.620000+00:00,2011-10-01 09:59:10.501000+00:00,173715,45000,31,3
32,10862,COMPLETE,O_SELECTED,2011-10-01 10:44:40.725000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,32,4
33,10862,COMPLETE,O_CREATED,2011-10-01 10:44:42.707000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,33,4
34,10862,COMPLETE,O_SENT,2011-10-01 10:44:42.734000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,34,4
35,10862,COMPLETE,O_SELECTED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,35,4
36,10862,COMPLETE,O_CANCELLED,2011-10-01 10:46:52.915000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,36,4
37,10862,COMPLETE,O_CREATED,2011-10-01 10:46:54.210000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,37,4
38,10862,COMPLETE,O_SENT,2011-10-01 10:46:54.233000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,38,4
39,11049,COMPLETE,O_SENT_BACK,2011-10-10 10:55:04.984000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,39,4
40,10972,COMPLETE,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00,2011-10-01 10:37:39.362000+00:00,173718,15000,40,4
41,10939,COMPLETE,O_SELECTED,2011-10-01 11:20:47.605000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000,41,5
42,10939,COMPLETE,O_CREATED,2011-10-01 11:20:49.026000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000,42,5
43,10939,COMPLETE,O_SENT,2011-10-01 11:20:49.058000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000,43,5
44,11029,COMPLETE,O_SENT_BACK,2011-10-06 09:49:46.110000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000,44,5
45,11009,COMPLETE,O_DECLINED,2011-10-10 16:28:25.531000+00:00,2011-10-01 11:07:34.279000+00:00,173721,9000,45,5
46,11203,COMPLETE,O_SELECTED,2011-10-01 15:40:08.254000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000,46,6
47,11203,COMPLETE,O_CREATED,2011-10-01 15:40:09.986000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000,47,6
48,11203,COMPLETE,O_SENT,2011-10-01 15:40:10.012000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000,48,6
49,11029,COMPLETE,O_SENT_BACK,2011-10-14 10:21:08.195000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000,49,6
50,10972,COMPLETE,O_ACCEPTED,2011-10-21 09:08:14.250000+00:00,2011-10-01 12:36:08.943000+00:00,173730,15000,50,6
51,11203,COMPLETE,O_SELECTED,2011-10-01 16:05:26.312000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,51,7
52,11203,COMPLETE,O_CREATED,2011-10-01 16:05:27.699000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,52,7
53,11203,COMPLETE,O_SENT,2011-10-01 16:05:27.739000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,53,7
54,10982,COMPLETE,O_SELECTED,2011-10-04 12:59:20.034000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,54,7
55,10982,COMPLETE,O_CANCELLED,2011-10-04 12:59:20.034000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,55,7
56,10982,COMPLETE,O_CREATED,2011-10-04 12:59:21.264000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,56,7
57,10982,COMPLETE,O_SENT,2011-10-04 12:59:21.304000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,57,7
58,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:33:58.634000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,58,7
59,11169,COMPLETE,O_SELECTED,2011-10-13 11:36:52.601000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,59,7
60,11169,COMPLETE,O_CANCELLED,2011-10-13 11:36:52.601000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,60,7
61,11169,COMPLETE,O_CREATED,2011-10-13 11:36:53.652000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,61,7
62,11169,COMPLETE,O_SENT,2011-10-13 11:36:53.686000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,62,7
63,11029,COMPLETE,O_SENT_BACK,2011-10-18 10:20:36.413000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,63,7
64,10809,COMPLETE,O_ACCEPTED,2011-10-18 12:01:28.757000+00:00,2011-10-01 13:01:58.813000+00:00,173736,15000,64,7
65,11000,COMPLETE,O_SELECTED,2011-10-01 15:56:39.615000+00:00,2011-10-01 13:12:58.663000+00:00,173739,10000,65,8
66,11000,COMPLETE,O_CREATED,2011-10-01 15:56:40.771000+00:00,2011-10-01 13:12:58.663000+00:00,173739,10000,66,8
67,11000,COMPLETE,O_SENT,2011-10-01 15:56:40.801000+00:00,2011-10-01 13:12:58.663000+00:00,173739,10000,67,8
68,11029,COMPLETE,O_SENT_BACK,2011-10-11 10:19:12.541000+00:00,2011-10-01 13:12:58.663000+00:00,173739,10000,68,8
69,10629,COMPLETE,O_ACCEPTED,2011-10-14 16:22:47.530000+00:00,2011-10-01 13:12:58.663000+00:00,173739,10000,69,8
70,11111,COMPLETE,O_SELECTED,2011-10-01 15:58:41.855000+00:00,2011-10-01 14:08:16.293000+00:00,173745,2000,70,9
71,11111,COMPLETE,O_CREATED,2011-10-01 15:58:44.837000+00:00,2011-10-01 14:08:16.293000+00:00,173745,2000,71,9
72,11111,COMPLETE,O_SENT,2011-10-01 15:58:44.859000+00:00,2011-10-01 14:08:16.293000+00:00,173745,2000,72,9
73,11000,COMPLETE,O_CANCELLED,2011-10-08 12:45:57.789000+00:00,2011-10-01 14:08:16.293000+00:00,173745,2000,73,9
74,11119,COMPLETE,O_SELECTED,2011-10-01 16:36:44.831000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,74,10
75,11119,COMPLETE,O_CREATED,2011-10-01 16:37:32.632000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,75,10
76,11119,COMPLETE,O_SENT,2011-10-01 16:37:32.669000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,76,10
77,11119,COMPLETE,O_CANCELLED,2011-10-01 16:42:16.406000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,77,10
78,11119,COMPLETE,O_SELECTED,2011-10-01 16:42:16.406000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,78,10
79,11119,COMPLETE,O_CREATED,2011-10-01 16:42:17.394000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,79,10
80,11119,COMPLETE,O_SENT,2011-10-01 16:42:17.419000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,80,10
81,11001,COMPLETE,O_DECLINED,2011-10-03 16:44:19.335000+00:00,2011-10-01 14:09:16.087000+00:00,173748,5000,81,10
82,11111,COMPLETE,O_SELECTED,2011-10-01 16:49:59.191000+00:00,2011-10-01 14:14:39.442000+00:00,173751,10000,82,11
83,11111,COMPLETE,O_CREATED,2011-10-01 16:50:00.969000+00:00,2011-10-01 14:14:39.442000+00:00,173751,10000,83,11
84,11111,COMPLETE,O_SENT,2011-10-01 16:50:01.004000+00:00,2011-10-01 14:14:39.442000+00:00,173751,10000,84,11
85,10899,COMPLETE,O_SENT_BACK,2011-10-07 12:40:18.319000+00:00,2011-10-01 14:14:39.442000+00:00,173751,10000,85,11
86,10138,COMPLETE,O_ACCEPTED,2011-10-11 10:39:30.983000+00:00,2011-10-01 14:14:39.442000+00:00,173751,10000,86,11
87,11019,COMPLETE,O_SELECTED,2011-10-01 16:01:43.413000+00:00,2011-10-01 15:15:17.454000+00:00,173760,32000,87,12
88,11019,COMPLETE,O_CREATED,2011-10-01 16:01:44.340000+00:00,2011-10-01 15:15:17.454000+00:00,173760,32000,88,12
89,11019,COMPLETE,O_SENT,2011-10-01 16:01:44.367000+00:00,2011-10-01 15:15:17.454000+00:00,173760,32000,89,12
90,11049,COMPLETE,O_SENT_BACK,2011-10-11 11:01:37.837000+00:00,2011-10-01 15:15:17.454000+00:00,173760,32000,90,12
91,10972,COMPLETE,O_ACCEPTED,2011-10-14 15:41:03.384000+00:00,2011-10-01 15:15:17.454000+00:00,173760,32000,91,12
92,11122,COMPLETE,O_SELECTED,2011-10-04 17:37:27.175000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000,92,13
93,11122,COMPLETE,O_CREATED,2011-10-04 17:37:28.370000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000,93,13
94,11122,COMPLETE,O_SENT,2011-10-04 17:37:28.412000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000,94,13
95,11049,COMPLETE,O_SENT_BACK,2011-10-17 11:29:14.489000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000,95,13
96,10609,COMPLETE,O_ACCEPTED,2011-11-15 12:50:28.812000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000,96,13
97,11202,COMPLETE,O_SELECTED,2011-10-03 09:31:07.141000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,97,14
98,11202,COMPLETE,O_CREATED,2011-10-03 09:31:08.267000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,98,14
99,11202,COMPLETE,O_SENT,2011-10-03 09:31:08.302000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,99,14
100,11202,COMPLETE,O_CANCELLED,2011-10-03 09:36:43.291000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,100,14
101,11202,COMPLETE,O_SELECTED,2011-10-03 09:36:43.291000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,101,14
102,11202,COMPLETE,O_CREATED,2011-10-03 09:36:44.181000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,102,14
103,11202,COMPLETE,O_SENT,2011-10-03 09:36:44.208000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,103,14
104,11119,COMPLETE,O_CANCELLED,2011-10-19 18:51:53.683000+00:00,2011-10-01 19:06:01.646000+00:00,173787,5000,104,14
105,11120,COMPLETE,O_SELECTED,2011-10-03 09:26:10.575000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000,105,15
106,11120,COMPLETE,O_CREATED,2011-10-03 09:26:11.521000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000,106,15
107,11120,COMPLETE,O_SENT,2011-10-03 09:26:11.544000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000,107,15
108,10789,COMPLETE,O_SENT_BACK,2011-10-07 12:37:07.523000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000,108,15
109,10609,COMPLETE,O_ACCEPTED,2011-10-10 14:22:35.594000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000,109,15
110,11120,COMPLETE,O_SELECTED,2011-10-03 14:53:19.306000+00:00,2011-10-01 19:32:46.330000+00:00,173793,6000,110,16
111,11120,COMPLETE,O_CREATED,2011-10-03 14:53:20.371000+00:00,2011-10-01 19:32:46.330000+00:00,173793,6000,111,16
112,11120,COMPLETE,O_SENT,2011-10-03 14:53:20.393000+00:00,2011-10-01 19:32:46.330000+00:00,173793,6000,112,16
113,11029,COMPLETE,O_SENT_BACK,2011-10-14 10:08:48.626000+00:00,2011-10-01 19:32:46.330000+00:00,173793,6000,113,16
114,10609,COMPLETE,O_ACCEPTED,2011-10-18 11:25:03.798000+00:00,2011-10-01 19:32:46.330000+00:00,173793,6000,114,16
115,11001,COMPLETE,O_SELECTED,2011-10-03 11:15:53.537000+00:00,2011-10-01 20:19:11.828000+00:00,173796,15000,115,17
116,11001,COMPLETE,O_CREATED,2011-10-03 11:16:42.008000+00:00,2011-10-01 20:19:11.828000+00:00,173796,15000,116,17
117,11001,COMPLETE,O_SENT,2011-10-03 11:16:42.037000+00:00,2011-10-01 20:19:11.828000+00:00,173796,15000,117,17
118,11201,COMPLETE,O_CANCELLED,2011-10-10 17:23:53.999000+00:00,2011-10-01 20:19:11.828000+00:00,173796,15000,118,17
119,11202,COMPLETE,O_SELECTED,2011-10-03 09:53:24.490000+00:00,2011-10-01 21:07:54.696000+00:00,173805,5000,119,18
120,11202,COMPLETE,O_CREATED,2011-10-03 09:53:25.300000+00:00,2011-10-01 21:07:54.696000+00:00,173805,5000,120,18
121,11202,COMPLETE,O_SENT,2011-10-03 09:53:25.329000+00:00,2011-10-01 21:07:54.696000+00:00,173805,5000,121,18
122,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:16.500000+00:00,2011-10-01 21:07:54.696000+00:00,173805,5000,122,18
123,11180,COMPLETE,O_SELECTED,2011-10-03 11:47:47.198000+00:00,2011-10-01 22:59:29.233000+00:00,173811,50000,123,19
124,11180,COMPLETE,O_CREATED,2011-10-03 11:47:48.320000+00:00,2011-10-01 22:59:29.233000+00:00,173811,50000,124,19
125,11180,COMPLETE,O_SENT,2011-10-03 11:47:48.346000+00:00,2011-10-01 22:59:29.233000+00:00,173811,50000,125,19
126,112,COMPLETE,O_CANCELLED,2011-11-03 09:15:25.320000+00:00,2011-10-01 22:59:29.233000+00:00,173811,50000,126,19
127,11180,COMPLETE,O_SELECTED,2011-10-03 09:52:38.282000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,127,20
128,11180,COMPLETE,O_CREATED,2011-10-03 09:52:39.285000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,128,20
129,11180,COMPLETE,O_SENT,2011-10-03 09:52:39.309000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,129,20
130,11180,COMPLETE,O_CANCELLED,2011-10-03 09:53:26.256000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,130,20
131,11180,COMPLETE,O_SELECTED,2011-10-03 09:53:26.256000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,131,20
132,11180,COMPLETE,O_CREATED,2011-10-03 09:53:27.636000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,132,20
133,11180,COMPLETE,O_SENT,2011-10-03 09:53:27.660000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,133,20
134,10899,COMPLETE,O_SENT_BACK,2011-10-07 13:23:32.793000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,134,20
135,10609,COMPLETE,O_DECLINED,2011-10-11 09:15:45.243000+00:00,2011-10-02 00:57:28.742000+00:00,173817,7000,135,20
136,11120,COMPLETE,O_SELECTED,2011-10-03 09:57:31.958000+00:00,2011-10-02 09:23:29.387000+00:00,173823,15000,136,21
137,11120,COMPLETE,O_CREATED,2011-10-03 09:57:33.333000+00:00,2011-10-02 09:23:29.387000+00:00,173823,15000,137,21
138,11120,COMPLETE,O_SENT,2011-10-03 09:57:33.385000+00:00,2011-10-02 09:23:29.387000+00:00,173823,15000,138,21
139,10899,COMPLETE,O_SENT_BACK,2011-10-10 14:01:44.751000+00:00,2011-10-02 09:23:29.387000+00:00,173823,15000,139,21
140,10138,COMPLETE,O_DECLINED,2011-10-13 09:36:21.589000+00:00,2011-10-02 09:23:29.387000+00:00,173823,15000,140,21
141,11180,COMPLETE,O_SELECTED,2011-10-03 10:35:59.279000+00:00,2011-10-02 10:20:29.934000+00:00,173835,10000,141,22
142,11180,COMPLETE,O_CREATED,2011-10-03 10:36:00.341000+00:00,2011-10-02 10:20:29.934000+00:00,173835,10000,142,22
143,11180,COMPLETE,O_SENT,2011-10-03 10:36:00.372000+00:00,2011-10-02 10:20:29.934000+00:00,173835,10000,143,22
144,10861,COMPLETE,O_CANCELLED,2011-10-18 14:12:43.701000+00:00,2011-10-02 10:20:29.934000+00:00,173835,10000,144,22
145,11201,COMPLETE,O_SELECTED,2011-10-03 13:19:45.999000+00:00,2011-10-02 11:03:26.714000+00:00,173844,15500,145,23
146,11201,COMPLETE,O_CREATED,2011-10-03 13:19:47.043000+00:00,2011-10-02 11:03:26.714000+00:00,173844,15500,146,23
147,11201,COMPLETE,O_SENT,2011-10-03 13:19:47.073000+00:00,2011-10-02 11:03:26.714000+00:00,173844,15500,147,23
148,11049,COMPLETE,O_SENT_BACK,2011-10-10 10:17:48.189000+00:00,2011-10-02 11:03:26.714000+00:00,173844,15500,148,23
149,10629,COMPLETE,O_ACCEPTED,2011-10-11 14:57:01.617000+00:00,2011-10-02 11:03:26.714000+00:00,173844,15500,149,23
150,11202,COMPLETE,O_SELECTED,2011-10-03 10:22:05.122000+00:00,2011-10-02 11:26:19.625000+00:00,173847,5000,150,24
151,11202,COMPLETE,O_CREATED,2011-10-03 10:22:06.712000+00:00,2011-10-02 11:26:19.625000+00:00,173847,5000,151,24
152,11202,COMPLETE,O_SENT,2011-10-03 10:22:06.733000+00:00,2011-10-02 11:26:19.625000+00:00,173847,5000,152,24
153,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:52:46.532000+00:00,2011-10-02 11:26:19.625000+00:00,173847,5000,153,24
154,10138,COMPLETE,O_DECLINED,2011-10-12 10:52:11.073000+00:00,2011-10-02 11:26:19.625000+00:00,173847,5000,154,24
155,11120,COMPLETE,O_SELECTED,2011-10-03 12:37:05.899000+00:00,2011-10-02 11:47:41.502000+00:00,173859,5000,155,25
156,11120,COMPLETE,O_CREATED,2011-10-03 12:37:07.181000+00:00,2011-10-02 11:47:41.502000+00:00,173859,5000,156,25
157,11120,COMPLETE,O_SENT,2011-10-03 12:37:07.220000+00:00,2011-10-02 11:47:41.502000+00:00,173859,5000,157,25
158,11120,COMPLETE,O_CANCELLED,2011-10-10 16:43:52.976000+00:00,2011-10-02 11:47:41.502000+00:00,173859,5000,158,25
159,11180,COMPLETE,O_SELECTED,2011-10-03 10:21:41.574000+00:00,2011-10-02 12:24:18.960000+00:00,173868,5000,159,26
160,11180,COMPLETE,O_CREATED,2011-10-03 10:21:42.754000+00:00,2011-10-02 12:24:18.960000+00:00,173868,5000,160,26
161,11180,COMPLETE,O_SENT,2011-10-03 10:21:42.783000+00:00,2011-10-02 12:24:18.960000+00:00,173868,5000,161,26
162,11029,COMPLETE,O_SENT_BACK,2011-10-20 09:11:49.533000+00:00,2011-10-02 12:24:18.960000+00:00,173868,5000,162,26
163,10609,COMPLETE,O_DECLINED,2011-10-26 08:07:33.910000+00:00,2011-10-02 12:24:18.960000+00:00,173868,5000,163,26
164,10909,COMPLETE,O_SELECTED,2011-10-04 19:40:46.526000+00:00,2011-10-02 13:05:34.993000+00:00,173871,15500,164,27
165,10909,COMPLETE,O_CREATED,2011-10-04 19:40:47.741000+00:00,2011-10-02 13:05:34.993000+00:00,173871,15500,165,27
166,10909,COMPLETE,O_SENT,2011-10-04 19:40:47.825000+00:00,2011-10-02 13:05:34.993000+00:00,173871,15500,166,27
167,11029,COMPLETE,O_SENT_BACK,2011-10-11 10:01:11.435000+00:00,2011-10-02 13:05:34.993000+00:00,173871,15500,167,27
168,10138,COMPLETE,O_DECLINED,2011-10-14 10:05:53.510000+00:00,2011-10-02 13:05:34.993000+00:00,173871,15500,168,27
169,11201,COMPLETE,O_SELECTED,2011-10-03 14:00:45.550000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,169,28
170,11201,COMPLETE,O_CREATED,2011-10-03 14:00:46.779000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,170,28
171,11201,COMPLETE,O_SENT,2011-10-03 14:00:46.805000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,171,28
172,11029,COMPLETE,O_SENT_BACK,2011-10-24 11:28:26.304000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,172,28
173,11169,COMPLETE,O_CANCELLED,2011-10-28 16:27:23.940000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,173,28
174,11169,COMPLETE,O_SELECTED,2011-10-28 16:27:23.940000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,174,28
175,11169,COMPLETE,O_CREATED,2011-10-28 16:27:25.408000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,175,28
176,11169,COMPLETE,O_SENT,2011-10-28 16:27:25.432000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,176,28
177,10789,COMPLETE,O_SENT_BACK,2011-11-04 11:46:11.099000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,177,28
178,10138,COMPLETE,O_ACCEPTED,2011-11-04 13:09:38.785000+00:00,2011-10-02 13:24:15.505000+00:00,173880,50000,178,28
179,10889,COMPLETE,O_SELECTED,2011-10-03 16:51:47.497000+00:00,2011-10-02 16:05:39.817000+00:00,173898,7000,179,29
180,10889,COMPLETE,O_CREATED,2011-10-03 16:51:48.963000+00:00,2011-10-02 16:05:39.817000+00:00,173898,7000,180,29
181,10889,COMPLETE,O_SENT,2011-10-03 16:51:48.989000+00:00,2011-10-02 16:05:39.817000+00:00,173898,7000,181,29
182,11201,COMPLETE,O_CANCELLED,2011-10-13 20:00:46.495000+00:00,2011-10-02 16:05:39.817000+00:00,173898,7000,182,29
183,11202,COMPLETE,O_SELECTED,2011-10-03 10:43:47.996000+00:00,2011-10-02 17:18:05.023000+00:00,173913,5500,183,30
184,11202,COMPLETE,O_CREATED,2011-10-03 10:43:51.087000+00:00,2011-10-02 17:18:05.023000+00:00,173913,5500,184,30
185,11202,COMPLETE,O_SENT,2011-10-03 10:43:51.111000+00:00,2011-10-02 17:18:05.023000+00:00,173913,5500,185,30
186,10899,COMPLETE,O_SENT_BACK,2011-10-10 13:51:21.045000+00:00,2011-10-02 17:18:05.023000+00:00,173913,5500,186,30
187,10809,COMPLETE,O_ACCEPTED,2011-10-12 16:00:58.539000+00:00,2011-10-02 17:18:05.023000+00:00,173913,5500,187,30
188,11180,COMPLETE,O_SELECTED,2011-10-03 15:29:05.426000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,188,31
189,11180,COMPLETE,O_CREATED,2011-10-03 15:29:06.737000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,189,31
190,11180,COMPLETE,O_SENT,2011-10-03 15:29:06.772000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,190,31
191,11180,COMPLETE,O_CANCELLED,2011-10-03 15:30:07.474000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,191,31
192,11180,COMPLETE,O_SELECTED,2011-10-03 15:30:07.474000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,192,31
193,11180,COMPLETE,O_CREATED,2011-10-03 15:30:09.051000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,193,31
194,11180,COMPLETE,O_SENT,2011-10-03 15:30:09.183000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,194,31
195,11029,COMPLETE,O_SENT_BACK,2011-10-26 10:23:27.146000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,195,31
196,10972,COMPLETE,O_ACCEPTED,2011-11-29 09:27:25.615000+00:00,2011-10-02 18:30:01.576000+00:00,173928,33000,196,31
197,11119,COMPLETE,O_SELECTED,2011-10-03 18:51:13.204000+00:00,2011-10-02 21:08:02.233000+00:00,173940,7000,197,32
